x,y
0.039604,0
0.0594059,0
0.0891089,0
0.0990099,0
0.118812,0
0.138614,0
0.158416,0
0.168317,0
0.178218,0
0.19802,0
0.207921,0
0.237624,0
0.257426,0
0.267327,0
0.277228,0
0.29703,0
0.306931,0
0.316832,0
0.326733,0
0.336634,0
0.376238,0
0.386139,0
0.39604,0
0.405941,0
0.425743,0
0.435644,0
0.455446,0
0.475248,0
0.485149,0
0.50495,0
0.514851,0
0.544554,0
0.564356,0
0.60396,0
0.613861,0
0.633663,0
0.643564,0
0.653465,0
0.663366,0
0.673267,0
0.683168,0
0.693069,0
0.70297,0
0.732673,0
0.742574,0
0.752475,0
0.762376,0
0.772277,0
0.782178,0
0.792079,0
0.811881,0
0.861386,0
0.871287,0
0.881188,0
0.90099,0
0.910891,0
0.940594,0
0.950495,0
0.960396,0
0.990099,0
0.019802,0.00990099
0.049505,0.00990099
0.0693069,0.00990099
0.0792079,0.00990099
0.0990099,0.00990099
0.108911,0.00990099
0.118812,0.00990099
0.148515,0.00990099
0.178218,0.00990099
0.188119,0.00990099
0.19802,0.00990099
0.207921,0.00990099
0.217822,0.00990099
0.227723,0.00990099
0.277228,0.00990099
0.287129,0.00990099
0.306931,0.00990099
0.326733,0.00990099
0.356436,0.00990099
0.376238,0.00990099
0.386139,0.00990099
0.39604,0.00990099
0.415842,0.00990099
0.425743,0.00990099
0.435644,0.00990099
0.445545,0.00990099
0.475248,0.00990099
0.485149,0.00990099
0.49505,0.00990099
0.50495,0.00990099
0.524752,0.00990099
0.534653,0.00990099
0.544554,0.00990099
0.554455,0.00990099
0.564356,0.00990099
0.574257,0.00990099
0.584158,0.00990099
0.623762,0.00990099
0.633663,0.00990099
0.643564,0.00990099
0.663366,0.00990099
0.673267,0.00990099
0.683168,0.00990099
0.693069,0.00990099
0.70297,0.00990099
0.722772,0.00990099
0.732673,0.00990099
0.752475,0.00990099
0.762376,0.00990099
0.772277,0.00990099
0.782178,0.00990099
0.792079,0.00990099
0.80198,0.00990099
0.811881,0.00990099
0.821782,0.00990099
0.841584,0.00990099
0.861386,0.00990099
0.871287,0.00990099
0.891089,0.00990099
0.90099,0.00990099
0.910891,0.00990099
0.930693,0.00990099
0.940594,0.00990099
0.950495,0.00990099
0.960396,0.00990099
0.970297,0.00990099
0.980198,0.00990099
1,0.00990099
0.00990099,0.019802
0.029703,0.019802
0.039604,0.019802
0.049505,0.019802
0.0594059,0.019802
0.0693069,0.019802
0.0792079,0.019802
0.0891089,0.019802
0.118812,0.019802
0.128713,0.019802
0.148515,0.019802
0.158416,0.019802
0.217822,0.019802
0.227723,0.019802
0.247525,0.019802
0.257426,0.019802
0.267327,0.019802
0.306931,0.019802
0.336634,0.019802
0.346535,0.019802
0.356436,0.019802
0.366337,0.019802
0.376238,0.019802
0.386139,0.019802
0.39604,0.019802
0.415842,0.019802
0.425743,0.019802
0.445545,0.019802
0.455446,0.019802
0.465347,0.019802
0.475248,0.019802
0.485149,0.019802
0.49505,0.019802
0.514851,0.019802
0.534653,0.019802
0.544554,0.019802
0.554455,0.019802
0.564356,0.019802
0.574257,0.019802
0.584158,0.019802
0.60396,0.019802
0.613861,0.019802
0.633663,0.019802
0.643564,0.019802
0.653465,0.019802
0.663366,0.019802
0.673267,0.019802
0.683168,0.019802
0.693069,0.019802
0.70297,0.019802
0.732673,0.019802
0.742574,0.019802
0.752475,0.019802
0.772277,0.019802
0.792079,0.019802
0.80198,0.019802
0.821782,0.019802
0.831683,0.019802
0.881188,0.019802
0.90099,0.019802
0.940594,0.019802
0.970297,0.019802
0.00990099,0.029703
0.019802,0.029703
0.029703,0.029703
0.039604,0.029703
0.049505,0.029703
0.0693069,0.029703
0.0891089,0.029703
0.0990099,0.029703
0.128713,0.029703
0.138614,0.029703
0.148515,0.029703
0.158416,0.029703
0.178218,0.029703
0.188119,0.029703
0.19802,0.029703
0.217822,0.029703
0.227723,0.029703
0.237624,0.029703
0.257426,0.029703
0.267327,0.029703
0.277228,0.029703
0.287129,0.029703
0.29703,0.029703
0.316832,0.029703
0.326733,0.029703
0.336634,0.029703
0.346535,0.029703
0.366337,0.029703
0.376238,0.029703
0.386139,0.029703
0.39604,0.029703
0.435644,0.029703
0.485149,0.029703
0.49505,0.029703
0.514851,0.029703
0.534653,0.029703
0.544554,0.029703
0.564356,0.029703
0.594059,0.029703
0.613861,0.029703
0.633663,0.029703
0.643564,0.029703
0.653465,0.029703
0.663366,0.029703
0.683168,0.029703
0.732673,0.029703
0.742574,0.029703
0.752475,0.029703
0.762376,0.029703
0.80198,0.029703
0.811881,0.029703
0.821782,0.029703
0.831683,0.029703
0.841584,0.029703
0.851485,0.029703
0.861386,0.029703
0.871287,0.029703
0.881188,0.029703
0.891089,0.029703
0.90099,0.029703
0.910891,0.029703
0.920792,0.029703
0.940594,0.029703
0.950495,0.029703
0.970297,0.029703
1,0.029703
0.00990099,0.039604
0.029703,0.039604
0.039604,0.039604
0.049505,0.039604
0.0594059,0.039604
0.0693069,0.039604
0.0792079,0.039604
0.0891089,0.039604
0.0990099,0.039604
0.118812,0.039604
0.138614,0.039604
0.158416,0.039604
0.168317,0.039604
0.178218,0.039604
0.207921,0.039604
0.227723,0.039604
0.237624,0.039604
0.267327,0.039604
0.29703,0.039604
0.306931,0.039604
0.346535,0.039604
0.356436,0.039604
0.366337,0.039604
0.386139,0.039604
0.39604,0.039604
0.415842,0.039604
0.425743,0.039604
0.435644,0.039604
0.445545,0.039604
0.455446,0.039604
0.475248,0.039604
0.514851,0.039604
0.524752,0.039604
0.534653,0.039604
0.544554,0.039604
0.554455,0.039604
0.564356,0.039604
0.584158,0.039604
0.594059,0.039604
0.613861,0.039604
0.623762,0.039604
0.633663,0.039604
0.643564,0.039604
0.663366,0.039604
0.673267,0.039604
0.683168,0.039604
0.693069,0.039604
0.70297,0.039604
0.712871,0.039604
0.732673,0.039604
0.742574,0.039604
0.752475,0.039604
0.772277,0.039604
0.782178,0.039604
0.80198,0.039604
0.821782,0.039604
0.861386,0.039604
0.871287,0.039604
0.881188,0.039604
0.910891,0.039604
0.920792,0.039604
0.940594,0.039604
0.950495,0.039604
0.960396,0.039604
0.970297,0.039604
0.980198,0.039604
0.990099,0.039604
1,0.039604
0.029703,0.049505
0.049505,0.049505
0.0891089,0.049505
0.108911,0.049505
0.118812,0.049505
0.138614,0.049505
0.158416,0.049505
0.178218,0.049505
0.19802,0.049505
0.207921,0.049505
0.217822,0.049505
0.237624,0.049505
0.247525,0.049505
0.267327,0.049505
0.277228,0.049505
0.29703,0.049505
0.316832,0.049505
0.336634,0.049505
0.356436,0.049505
0.366337,0.049505
0.376238,0.049505
0.39604,0.049505
0.405941,0.049505
0.415842,0.049505
0.435644,0.049505
0.455446,0.049505
0.50495,0.049505
0.514851,0.049505
0.524752,0.049505
0.554455,0.049505
0.60396,0.049505
0.613861,0.049505
0.633663,0.049505
0.643564,0.049505
0.653465,0.049505
0.673267,0.049505
0.683168,0.049505
0.693069,0.049505
0.722772,0.049505
0.742574,0.049505
0.772277,0.049505
0.792079,0.049505
0.80198,0.049505
0.821782,0.049505
0.831683,0.049505
0.841584,0.049505
0.851485,0.049505
0.861386,0.049505
0.871287,0.049505
0.90099,0.049505
0.910891,0.049505
0.940594,0.049505
0.970297,0.049505
0.980198,0.049505
1,0.049505
0.00990099,0.0594059
0.039604,0.0594059
0.049505,0.0594059
0.118812,0.0594059
0.128713,0.0594059
0.168317,0.0594059
0.178218,0.0594059
0.188119,0.0594059
0.19802,0.0594059
0.207921,0.0594059
0.217822,0.0594059
0.227723,0.0594059
0.237624,0.0594059
0.257426,0.0594059
0.277228,0.0594059
0.287129,0.0594059
0.29703,0.0594059
0.306931,0.0594059
0.316832,0.0594059
0.336634,0.0594059
0.346535,0.0594059
0.366337,0.0594059
0.376238,0.0594059
0.405941,0.0594059
0.445545,0.0594059
0.455446,0.0594059
0.485149,0.0594059
0.514851,0.0594059
0.534653,0.0594059
0.544554,0.0594059
0.564356,0.0594059
0.584158,0.0594059
0.594059,0.0594059
0.613861,0.0594059
0.623762,0.0594059
0.633663,0.0594059
0.643564,0.0594059
0.653465,0.0594059
0.683168,0.0594059
0.693069,0.0594059
0.732673,0.0594059
0.742574,0.0594059
0.762376,0.0594059
0.782178,0.0594059
0.792079,0.0594059
0.821782,0.0594059
0.851485,0.0594059
0.861386,0.0594059
0.881188,0.0594059
